제목,장소명,주소,위도,경도,source_url,데이터출처,위치정보출처
24시 헬스클럽,대교미디어센터,경기 파주시 회동길 342,37.71571629,126.692437,https://ys-dl.tistory.com/entry/24%EC%8B%9C%ED%97%AC%EC%8A%A4%ED%81%B4%EB%9F%BD-%EC%B4%AC%EC%98%81%EC%A7%80-3%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
24시 헬스클럽,문수산산림욕장,경기 김포시 월곶면 성동리 산 38,37.73734426,126.5333771,https://ys-dl.tistory.com/entry/24%EC%8B%9C%ED%97%AC%EC%8A%A4%ED%81%B4%EB%9F%BD-%EC%B4%AC%EC%98%81%EC%A7%80-3%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
24시 헬스클럽,연포해수욕장,충남 태안군 근흥면 도황리,36.69389685,126.2101023,https://ys-dl.tistory.com/entry/24%EC%8B%9C%ED%97%AC%EC%8A%A4%ED%81%B4%EB%9F%BD-%EC%B4%AC%EC%98%81%EC%A7%80-3%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
365: 운명을 거스르는 1년,서강대교,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,,KCISA,KCISA
365: 운명을 거스르는 1년,낙산공원,서울특별시 종로구 낙산길 41,37.580667,127.00746,,KCISA,KCISA
365: 운명을 거스르는 1년,모나무르 복합문화공간 아산,충청남도 아산시 순천향로 624,36.750552,126.99246,,KCISA,KCISA
38사기동대,송현근린공원,인천 제물포구 송현동 23-62,37.4788533,126.6399614,https://ys-dl.tistory.com/entry/38%EC%82%AC%EA%B8%B0%EB%8F%99%EB%8C%80-%EC%B4%AC%EC%98%81%EC%A7%80-%EC%9D%B8%EC%B2%9C-3%EA%B3%B3-%EB%B6%80%EC%B2%9C-2%EA%B3%B3-%EC%84%9C%EC%9A%B8-18%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4,YSDL,KAKAO
38사기동대,서대문형무소역사관,서울 서대문구 통일로 251,37.57460869,126.9556122,https://ys-dl.tistory.com/entry/38%EC%82%AC%EA%B8%B0%EB%8F%99%EB%8C%80-%EC%B4%AC%EC%98%81%EC%A7%80-%EC%9D%B8%EC%B2%9C-3%EA%B3%B3-%EB%B6%80%EC%B2%9C-2%EA%B3%B3-%EC%84%9C%EC%9A%B8-18%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4,YSDL,KAKAO
38사기동대,마장동벽화마을,서울 성동구 마장동,37.56357582,127.0448668,https://ys-dl.tistory.com/entry/38%EC%82%AC%EA%B8%B0%EB%8F%99%EB%8C%80-%EC%B4%AC%EC%98%81%EC%A7%80-%EC%9D%B8%EC%B2%9C-3%EA%B3%B3-%EB%B6%80%EC%B2%9C-2%EA%B3%B3-%EC%84%9C%EC%9A%B8-18%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4,YSDL,KAKAO
49일,DMC첨단산업센터,서울특별시 마포구 성암로 330,37.584874,126.88568,,KCISA,KCISA
49일,청계천,서울특별시 종로구 서린동 148,37.569205,126.97791,,KCISA,KCISA
49일,중앙고등학교,서울특별시 종로구 창덕궁길 164,37.584081,126.986846,,KCISA,KCISA
49일,필운대로5가,서울특별시 종로구 필운대로5가길,37.579512,126.96846,,KCISA,KCISA
49일,대룡시장,인천광역시 강화군 교동면 대룡리 1103-11,37.782373,126.28007,,KCISA,KCISA
49일,마이산탑사,전라북도 진안군 마령면 마이산남로 367,35.758494,127.411297,,KCISA,KCISA
49일,부귀 메타세쿼이아길,전라북도 진안군 북귀면 세동리 모래재로 69-15,35.807913,127.32207,,KCISA,KCISA
"60일, 지정생존자",합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757,35.5489346,128.072475,,KCISA,KCISA
"60일, 지정생존자",국립대전현충원,대전광역시 유성구 현충원로 251,36.369464,127.294854,,KCISA,KCISA
"60일, 지정생존자",서강대교,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,,KCISA,KCISA
"60일, 지정생존자",한강 공원 여의도 지구,서울특별시 영등포구 여의동로 290,37.5290674,126.936218,,KCISA,KCISA
"60일, 지정생존자",국회의사당,서울특별시 영등포구 의사당대로 1,37.531847,126.91411,,KCISA,KCISA
"60일, 지정생존자",탑골공원,서울특별시 종로구 종로 99,37.57139,126.98877,,KCISA,KCISA
7급 공무원,아브뉴프랑 판교,경기도 성남시 분당구 동판교로177번길 25,37.397269,127.113515,,KCISA,KCISA
7인의 탈출,넘은들공원,서울 양천구 신정동 1286,37.51304588,126.8405024,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,문화비축기지,서울 마포구 증산로 87,37.57107561,126.8942367,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,노들섬,서울 용산구 양녕로 445,37.51766014,126.9580339,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,가나아트센터,서울 종로구 평창30길 28,37.61230741,126.9751192,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,봉은사,충북 충주시 소태면 주치길 135-45,37.12329264,127.8419079,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,가천박물관,인천 연수구 청량로102번길 40-9,37.41848053,126.6576385,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,만석화수해안산책로,인천 제물포구 만석동 2-368,37.48897421,126.6150777,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,노가리 해변,인천 옹진군 영흥면 외리,37.23959475,126.471577,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,재인폭포 출렁다리,경기 연천군 연천읍 부곡리 산 235,38.07610081,127.14276,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,마장호수,경기 파주시 광탄면 기산리 451-2,37.77494176,126.9302204,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,교하중앙공원 프랑스정원,경기 파주시 숲속노을로 256,37.72263172,126.7167226,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,대전오월드,대전 중구 사정공원로 70,36.2893534,127.3977541,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7인의 탈출,물의도시 베니스랜드,제주특별자치도 서귀포시 성산읍 서성일로 474,33.41527182,126.8407062,https://ys-dl.tistory.com/entry/7%EC%9D%B8%EC%9D%98-%ED%83%88%EC%B6%9C-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
7일의 왕비,닭실마을,경상북도 봉화군 봉화읍 충재길 60,36.904904,128.74198,,KCISA,KCISA
7일의 왕비,보리나라 학원농장,전라북도 고창군 공음면 학원농장길 154,35.37545,126.542953,,KCISA,KCISA
7일의 왕비,궁남지,충청남도 부여군 부여읍 궁남로 52,36.269619,126.91224,,KCISA,KCISA
99억의 여자,안성팜랜드,경기도 안성시 공도읍 대신두길 28,36.9904684,127.194467,,KCISA,KCISA
9회말 2아웃,일산호수공원,경기도 고양시 일산동구 호수로 731,37.658769,126.76252,,KCISA,KCISA
9회말 2아웃,N서울타워,서울특별시 용산구 남산공원길 105,37.551168,126.98824,,KCISA,KCISA
9회말 2아웃,인천국제공항,인천광역시 중구 공항로 272,37.44919,126.4514,,KCISA,KCISA
9회말 2아웃,마이랜드,인천광역시 중구 월미로234번길 7,37.474812,126.59889,,KCISA,KCISA
D.P.,광안대교,부산광역시 수영구 민락동 광안대교,35.147603,129.130119,,KCISA,KCISA
D.P.,백사마을,서울특별시 노원구 중계본동 104-3,37.642741,127.08542,,KCISA,KCISA
D.P.,울산대학교,울산광역시 남구 대학로 93,35.543776,129.25628,,KCISA,KCISA
D.P.,이태원거리,서울 용산구 이태원동 119-23,37.53456131,126.9958092,https://ys-dl.tistory.com/entry/%EB%94%94%ED%94%BC2DP%EC%8B%9C%EC%A6%8C2%EC%B4%AC%EC%98%81%EC%A7%80-25%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4,YSDL,KAKAO
DNA러버,서울식물원 호수공원,서울 강서구 마곡동로 161,37.57093324,126.8326839,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,가온문화공원,서울 마포구 상암동 1594,37.58191481,126.8876787,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,난지한강공원,서울 마포구 상암동 495-72,37.56703991,126.8756078,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,청운공원,서울 종로구 청운동 7-4,37.59100222,126.9663579,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,인사아트프라자 갤러리,서울 종로구 인사동길 34-1,37.57387285,126.9857095,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,반포한강공원,서울 서초구 반포동 115-5,37.51081993,126.997161,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,송도센트럴파크,인천 연수구 송도동 24-5,37.39306396,126.6386297,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,장경리해수욕장,인천 옹진군 영흥면 영흥로757번길 6,37.27204767,126.4489408,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,연천호로고루,경기 연천군 장남면 원당리 1257-1,37.98619198,126.8585572,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,아쿠아플라넷 일산,경기 고양시 일산서구 한류월드로 282,37.66378755,126.7554856,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,37.47904027,127.1812613,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
DNA러버,루덴시아,경기 여주시 산북면 금품1로 177,37.401598,127.4614396,https://ys-dl.tistory.com/entry/DNA%EB%9F%AC%EB%B2%84-%EC%B4%AC%EC%98%81%EC%A7%80-7%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
LTNS,안산올림픽기념관,경기 안산시 단원구 적금로 202,37.32617078,126.8273317,https://ys-dl.tistory.com/entry/LTNS-%EC%B4%AC%EC%98%81%EC%A7%80-21%EA%B3%B3%EC%9D%84-%EC%95%8C%EB%A0%A4%EB%93%9C%EB%A6%BD%EB%8B%88%EB%8B%A4%EC%97%85%EB%8D%B0%EC%9D%B4%ED%8A%B8%EC%A4%91,YSDL,KAKAO
SF8,모나무르 복합문화공간 아산,충청남도 아산시 순천향로 624,36.750552,126.99246,,KCISA,KCISA
SF8,동두천 문화극장,경기도 동두천시 동광로 66,37.908291,127.055827,,KCISA,KCISA
SF8,MBC문화방송 본사,서울특별시 마포구 성암로 267,37.58105,126.89056,,KCISA,KCISA
SKY 캐슬,쉴낙원 김포장례식장,경기도 김포시 승가로58번길 7,37.607202,126.71541,,KCISA,KCISA
SKY 캐슬,분당메모리얼파크,경기도 서남시 분당구새나리로 79,37.403669,127.16401,,KCISA,KCISA
SKY 캐슬,용인공원,경기도 용인시 처인구 모현읍 새래로 158-33,37.298496,127.2542,,KCISA,KCISA
SKY 캐슬,동탄국제고등학교,경기도 화성시 동탄나루로 27,37.1891856,127.078496,,KCISA,KCISA
SKY 캐슬,한림대학교 동탄성심병원,경기도 화성시 큰재봉길 7,37.2166485,127.079989,,KCISA,KCISA
SKY 캐슬,KT&G서울사옥,서울특별시 강남구 영동대로 416,37.506558,127.06523,,KCISA,KCISA
SKY 캐슬,강남경찰서,서울특별시 강남구 테헤란로114길 11,37.50918,127.06717,,KCISA,KCISA
SKY 캐슬,한옥카페 선운각,서울특별시 강북구 우이동 265-16,37.6549982,126.999365,,KCISA,KCISA
SKY 캐슬,오산고등학교,서울특별시 용산구 보광로7길 17,37.523475,126.99958,,KCISA,KCISA
SKY 캐슬,부암동 7번지,서울특별시 종로구 북악산로 147,37.598022,126.97348,,KCISA,KCISA
SKY 캐슬,정동빌딩,서울특별시 중구 정동길 21-15,37.567481,126.97114,,KCISA,KCISA
SKY 캐슬,스테이트 타워 남산,서울특별시 중구 퇴계로 100,37.560342,126.98297,,KCISA,KCISA
SKY 캐슬,인천국제공항,인천광역시 중구 공항로 272,37.44919,126.4514,,KCISA,KCISA
SKY 캐슬,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169,35.310369,127.01734,,KCISA,KCISA
